name,description,areas,author,collection,code,rawFileDir,convFileDir 
Privacy by Design  or Data Protection by Design?,,Privacy by Design  or Data Protection by Design?,"[{'id': 175, 'firstName': 'Emilio', 'lastName': 'Mordini', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 80, 'name': 'Schutz der Privatsphäre: ""Privacy by Design"" als technisches und gesellschaftliches Konstruktionsprinzip'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/21/33/ae/e0/c3/88/11/e2/be/8a/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/21/33/ae/e0/c3/88/11/e2/be/8a/00/50/56/bd/73/ad
Drossellinie,,Drossellinie,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 73, 'name': 'Fluidenergiemaschinen '}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/2d/7a/da/90/c2/c8/11/e2/92/7f/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2d/7a/da/90/c2/c8/11/e2/92/7f/00/50/56/bd/73/ad
Ausführen von Programmen,,Ausführen von Programmen,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/89/7f/de/20/c6/f2/11/e2/a7/49/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/89/7f/de/20/c6/f2/11/e2/a7/49/00/50/56/bd/73/ad
Determinanten & Eigenvektoren,,Determinanten & Eigenvektoren,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 75, 'name': 'Mathematik II für Bauwesen'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ff/ba/fb/b0/be/d2/11/e2/97/42/00/50/56/bd/73/b1,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ff/ba/fb/b0/be/d2/11/e2/97/42/00/50/56/bd/73/b1
Design und Management von Privacyprozessen?,,Design und Management von Privacyprozessen?,"[{'id': 176, 'firstName': 'Armgard', 'lastName': 'von Reden', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 80, 'name': 'Schutz der Privatsphäre: ""Privacy by Design"" als technisches und gesellschaftliches Konstruktionsprinzip'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/70/85/26/c0/c4/48/11/e2/bb/b2/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/70/85/26/c0/c4/48/11/e2/bb/b2/00/50/56/bd/73/ad
Normale und applikative Auswertung,,Normale und applikative Auswertung,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/b6/43/d4/20/c6/f2/11/e2/a5/c2/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b6/43/d4/20/c6/f2/11/e2/a5/c2/00/50/56/bd/73/ad
Drossellinie,,Drossellinie,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]",[],by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/52/c3/af/20/c2/c8/11/e2/bd/d5/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/52/c3/af/20/c2/c8/11/e2/bd/d5/00/50/56/bd/73/ad
Eigenvektoren,,Eigenvektoren,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 75, 'name': 'Mathematik II für Bauwesen'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/20/75/31/70/c4/a7/11/e2/b1/c9/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/20/75/31/70/c4/a7/11/e2/b1/c9/00/50/56/bd/73/ad
Substitutionsmethoden,,Substitutionsmethoden,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/b5/d5/b0/60/c2/0d/11/e2/bd/1e/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b5/d5/b0/60/c2/0d/11/e2/bd/1e/00/50/56/bd/73/ae
Complexity,Hier werden Tipps zur Komplexität von Algorithmen gegeben.,Complexity,"[{'id': 106, 'firstName': 'Karsten', 'lastName': 'Weihe', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 77, 'name': 'Grundlagen der Informatik 2'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/2f/04/b5/10/c7/8d/11/e2/b8/62/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2f/04/b5/10/c7/8d/11/e2/b8/62/00/50/56/bd/73/ad
Das Zeitalter der Compliance,"Maßnahmen zur Sicherstellung einer rechtmäßigen Unternehmensleitung, welche unter dem Schlagwort Compliance auch in der Tagespresse prominent behandelt wurden, werden aktuell als Handhabe gegen eine scheinbar zu zügellose Wirtschaft angesehen. Dass einige der DAX Unternehmen die Leiter der Legal&Compliance Abteilungen zu Konzernvorständen bestellt haben, belegt  die Bedeutung dieses Rechtsgebiets für die globalisierte Wirtschaftspraxis. ",Das Zeitalter der Compliance,"[{'id': 178, 'firstName': 'Janine', 'lastName': 'Oelkers', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 78, 'name': 'Internationalisierung und Globalisierung der Arbeitswelt'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/12/1d/a2/e0/cc/e7/11/e2/9c/ea/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/12/1d/a2/e0/cc/e7/11/e2/9c/ea/00/50/56/bd/73/ad
Vektoren in Scheme,,Vektoren in Scheme,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/11/fe/5e/f0/c2/0e/11/e2/aa/49/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/11/fe/5e/f0/c2/0e/11/e2/aa/49/00/50/56/bd/73/ae
Reynold´sche Gleichung,,Reynold´sche Gleichung,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 72, 'name': 'Grundlagen der Turbomaschinen und Fluidsysteme '}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/a1/b9/3e/c0/c6/d2/11/e2/83/0c/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a1/b9/3e/c0/c6/d2/11/e2/83/0c/00/50/56/bd/73/ad
Streams,,Streams,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/11/67/eb/10/c7/8f/11/e2/8f/d6/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/11/67/eb/10/c7/8f/11/e2/8f/d6/00/50/56/bd/73/ad
Differentialrechnung in mehreren Variablen - Teil 3 ,"Teilmengen,  Richtungsableitung, partielle Ableitung, Gradient",Differentialrechnung in mehreren Variablen - Teil 3 ,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 75, 'name': 'Mathematik II für Bauwesen'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/83/8d/e6/50/cc/e8/11/e2/b9/22/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/83/8d/e6/50/cc/e8/11/e2/b9/22/00/50/56/bd/73/ad
Motivation für Akkumulatoren,,Motivation für Akkumulatoren,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/5e/2a/30/10/c2/0e/11/e2/ab/f2/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5e/2a/30/10/c2/0e/11/e2/ab/f2/00/50/56/bd/73/ae
Reynold´sche Gleichung,,Reynold´sche Gleichung,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]",[],by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/74/de/ac/20/c6/d5/11/e2/b8/5d/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/74/de/ac/20/c6/d5/11/e2/b8/5d/00/50/56/bd/73/ad
Funktionen mit Gedächtnis,,Funktionen mit Gedächtnis,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/66/23/33/d0/c7/8f/11/e2/8d/ba/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/66/23/33/d0/c7/8f/11/e2/8d/ba/00/50/56/bd/73/ad
Allgemeine Unterschiede,,Allgemeine Unterschiede,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/f2/fe/fe/60/cc/e9/11/e2/89/e8/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f2/fe/fe/60/cc/e9/11/e2/89/e8/00/50/56/bd/73/ad
Hauptachsentransformation & Differentialrechnung in mehreren Variablen,,Hauptachsentransformation & Differentialrechnung in mehreren Variablen,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 75, 'name': 'Mathematik II für Bauwesen'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/94/86/4a/30/c6/e7/11/e2/b8/ab/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/94/86/4a/30/c6/e7/11/e2/b8/ab/00/50/56/bd/73/ad
Zuweisungen,,Zuweisungen,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/87/c9/18/10/c7/8f/11/e2/83/b0/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/87/c9/18/10/c7/8f/11/e2/83/b0/00/50/56/bd/73/ad
1. Haupsatz; Wirkungsgrad,,1. Haupsatz; Wirkungsgrad,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 73, 'name': 'Fluidenergiemaschinen '}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/d4/4a/3f/b0/c7/90/11/e2/95/af/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d4/4a/3f/b0/c7/90/11/e2/95/af/00/50/56/bd/73/ad
"Übersetzung, ACM JTF",,"Übersetzung, ACM JTF","[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/30/1c/97/d0/cc/ea/11/e2/b8/ce/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/30/1c/97/d0/cc/ea/11/e2/b8/ce/00/50/56/bd/73/ad
Interpreter und Programmsemantik,,Interpreter und Programmsemantik,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/a1/08/46/d0/c6/e9/11/e2/99/54/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a1/08/46/d0/c6/e9/11/e2/99/54/00/50/56/bd/73/ad
1. Haupsatz; Wirkungsgrad,,1. Haupsatz; Wirkungsgrad,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]",[],by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ff/63/6b/e0/c7/90/11/e2/96/77/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ff/63/6b/e0/c7/90/11/e2/96/77/00/50/56/bd/73/ad
"Standard-E/A-Funktionen, begin",,"Standard-E/A-Funktionen, begin","[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ab/12/9a/30/c7/8f/11/e2/a1/fd/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ab/12/9a/30/c7/8f/11/e2/a1/fd/00/50/56/bd/73/ad
Variablen in Java,,Variablen in Java,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/59/2a/3c/90/cc/ea/11/e2/97/34/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/59/2a/3c/90/cc/ea/11/e2/97/34/00/50/56/bd/73/ad
Differentialrechnung in mehreren Variablen - Teil 2,,Differentialrechnung in mehreren Variablen - Teil 2,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 75, 'name': 'Mathematik II für Bauwesen'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/22/fc/e0/80/c8/46/11/e2/a3/3b/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/22/fc/e0/80/c8/46/11/e2/a3/3b/00/50/56/bd/73/ad
Interpreter nach Substituionsmodell,,Interpreter nach Substituionsmodell,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/f6/d8/49/00/c6/eb/11/e2/a4/58/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f6/d8/49/00/c6/eb/11/e2/a4/58/00/50/56/bd/73/ad
Entwerfen Funktionen mit Gedächtnis,,Entwerfen Funktionen mit Gedächtnis,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/d1/72/35/f0/c7/8f/11/e2/b5/d2/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d1/72/35/f0/c7/8f/11/e2/b5/d2/00/50/56/bd/73/ad
Primitive Datentypen,,Primitive Datentypen,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/7a/08/15/e0/cc/ea/11/e2/b7/86/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/7a/08/15/e0/cc/ea/11/e2/b7/86/00/50/56/bd/73/ad
Datentyp map,,Datentyp map,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/86/ee/81/b0/c6/ee/11/e2/9c/c9/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/86/ee/81/b0/c6/ee/11/e2/9c/c9/00/50/56/bd/73/ad
Beispiel: Zwischenklausur,,Beispiel: Zwischenklausur,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/f8/74/53/40/c7/8f/11/e2/98/0a/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f8/74/53/40/c7/8f/11/e2/98/0a/00/50/56/bd/73/ad
Kraft auf Wände,,Kraft auf Wände,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 74, 'name': 'Strömungslehre - Einführung in die Hydrodynamik'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/79/aa/31/10/c8/4d/11/e2/8e/48/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/79/aa/31/10/c8/4d/11/e2/8e/48/00/50/56/bd/73/ad
"Arithmetik, Logik, Bitoperationen",,"Arithmetik, Logik, Bitoperationen","[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/9d/84/40/c0/cc/ea/11/e2/be/f6/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/9d/84/40/c0/cc/ea/11/e2/be/f6/00/50/56/bd/73/ad
Listen vs. Felder,,Listen vs. Felder,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/1c/3f/7f/b0/cc/fa/11/e2/a4/1c/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1c/3f/7f/b0/cc/fa/11/e2/a4/1c/00/50/56/bd/73/ad
Privacy by Design or Data Protection by Design?,,Privacy by Design or Data Protection by Design?,"[{'id': 175, 'firstName': 'Emilio', 'lastName': 'Mordini', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 80, 'name': 'Schutz der Privatsphäre: ""Privacy by Design"" als technisches und gesellschaftliches Konstruktionsprinzip'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/2c/8f/34/a0/d2/77/11/e2/bb/ff/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2c/8f/34/a0/d2/77/11/e2/bb/ff/00/50/56/bd/73/ad
Funktionen in Java,,Funktionen in Java,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/cd/9a/bd/20/cc/ea/11/e2/80/10/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/cd/9a/bd/20/cc/ea/11/e2/80/10/00/50/56/bd/73/ad
Kraft auf Wände,,Kraft auf Wände,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 74, 'name': 'Strömungslehre - Einführung in die Hydrodynamik'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/aa/67/e9/f0/c8/4d/11/e2/a6/96/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/aa/67/e9/f0/c8/4d/11/e2/a6/96/00/50/56/bd/73/ad
Einführung in Eclipse,,Einführung in Eclipse,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/4b/64/50/30/d2/78/11/e2/9e/03/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4b/64/50/30/d2/78/11/e2/9e/03/00/50/56/bd/73/ad
Kommentierung von Java-Feldern,,Kommentierung von Java-Feldern,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/39/f2/09/b0/cc/fa/11/e2/97/c9/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/39/f2/09/b0/cc/fa/11/e2/97/c9/00/50/56/bd/73/ad
Strings in Java,,Strings in Java,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/cc/f6/1a/e0/cc/f9/11/e2/a7/28/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/cc/f6/1a/e0/cc/f9/11/e2/a7/28/00/50/56/bd/73/ad
Übung: U-Rohrmanometer; Sicherheitskupplung,,Übung: U-Rohrmanometer; Sicherheitskupplung,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 74, 'name': 'Strömungslehre - Einführung in die Hydrodynamik'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/c6/bf/ed/00/c8/4d/11/e2/b0/04/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c6/bf/ed/00/c8/4d/11/e2/b0/04/00/50/56/bd/73/ad
"Europäischer Betriebsrat, Weltbetriebsrat – Chancen und Grenzen","In globalen Konzernen benötigt auch die Vertretung von Beschäftigteninteressen eine globale Dimension.
Eine EU-Richtlinie schuf vor knapp 20 Jahren die gesetzliche Grundlage für Informations- und Konsultationsrechte von Europäischen Betriebsräten. Mittlerweile gibt es in einigen Konzernen auch auf globaler
Ebene eine Zusammenarbeit von Arbeitnehmervertretern, Gewerkschaften und Management. Der Vortrag
gibt Einblicke in die praktischen Erfahrungen bei Opel/Vauxhall und General Motors.","Europäischer Betriebsrat, Weltbetriebsrat – Chancen und Grenzen","[{'id': 185, 'firstName': 'Natalie', 'lastName': 'Glück', 'title': '', 'photoAvailable': False}]","[{'id': 78, 'name': 'Internationalisierung und Globalisierung der Arbeitswelt'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/a3/7e/be/20/cd/c5/11/e2/9d/6c/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a3/7e/be/20/cd/c5/11/e2/9d/6c/00/50/56/bd/73/ad
Zusammenfassung,,Zusammenfassung,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/61/91/7f/90/d2/78/11/e2/83/8b/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/61/91/7f/90/d2/78/11/e2/83/8b/00/50/56/bd/73/ad
Kontrollflusssteuerung in Java,,Kontrollflusssteuerung in Java,"[{'id': 8, 'firstName': 'Guido', 'lastName': 'Rößling', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 76, 'name': 'Grundlagen der Informatik I'}]",by-nc-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ef/4b/51/f0/cc/f9/11/e2/85/74/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ef/4b/51/f0/cc/f9/11/e2/85/74/00/50/56/bd/73/ad
Übung: U-Rohrmanometer; Sicherheitskupplung,,Übung: U-Rohrmanometer; Sicherheitskupplung,"[{'id': 1, 'firstName': 'Peter', 'lastName': 'Pelz', 'title': 'Prof. Dr.-Ing.', 'photoAvailable': True}]","[{'id': 74, 'name': 'Strömungslehre - Einführung in die Hydrodynamik'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/e8/3d/af/d0/c8/4d/11/e2/a0/d3/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e8/3d/af/d0/c8/4d/11/e2/a0/d3/00/50/56/bd/73/ad
Ware Wald: Zertifizierung und nachhaltiger Konsum als Strategie gegen globale Umweltprobleme,,Ware Wald: Zertifizierung und nachhaltiger Konsum als Strategie gegen globale Umweltprobleme,"[{'id': 182, 'firstName': 'Philipp', 'lastName': 'Pattberg', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 83, 'name': 'Global Challenges Ringvorlesung: Ware Wissenschaft'}]",by-nc-nd,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/71/1e/f0/d0/d4/d2/11/e2/94/c2/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/71/1e/f0/d0/d4/d2/11/e2/94/c2/00/50/56/bd/73/ae
