name,description,areas,author,collection,code,rawFileDir,convFileDir 
Kurvenintegrale,,Kurvenintegrale,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 368, 'name': 'Höhere Mathematik II'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/a3/1e/e3/30/b2/36/11/ea/b6/53/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a3/1e/e3/30/b2/36/11/ea/b6/53/00/50/56/bd/73/ad
Oberflächenintegrale und Integralsätze,,Oberflächenintegrale und Integralsätze,"[{'id': 76, 'firstName': 'Robert', 'lastName': 'Haller-Dintelmann', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 368, 'name': 'Höhere Mathematik II'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/14/65/f9/e0/b7/c1/11/ea/a6/a8/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/14/65/f9/e0/b7/c1/11/ea/a6/a8/00/50/56/bd/73/ad
Vorlesung vom 16.10.2019: Einführung,,Vorlesung vom 16.10.2019: Einführung,"[{'id': 303, 'firstName': 'Harald', 'lastName': 'Bierbaum', 'title': 'Dr.', 'photoAvailable': True}, {'id': 341, 'firstName': 'Matthias', 'lastName': 'Rießland', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/1e/b8/c9/e0/f0/e3/11/e9/84/d0/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1e/b8/c9/e0/f0/e3/11/e9/84/d0/00/50/56/bd/73/ad
Einführung von Prof. Loidolt,,Einführung von Prof. Loidolt,"[{'id': 344, 'firstName': 'Sophie', 'lastName': 'Loidolt', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/f0/f9/48/20/fa/ee/11/e9/a1/3c/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f0/f9/48/20/fa/ee/11/e9/a1/3c/00/50/56/bd/73/ae
Gerhard Gamm (Darmstadt): Die öffentliche Meinung. Wandel und Widersprüche im Ausgang von Hegel,,Gerhard Gamm (Darmstadt): Die öffentliche Meinung. Wandel und Widersprüche im Ausgang von Hegel,"[{'id': 63, 'firstName': 'Gerhard', 'lastName': 'Gamm', 'title': 'Prof.', 'photoAvailable': False}]",[],by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/04/6f/34/d0/fa/f1/11/e9/ad/fc/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/04/6f/34/d0/fa/f1/11/e9/ad/fc/00/50/56/bd/73/ad
Vorlesung vom 06.11.2019: Die Zähmung der Mündigkeit und das Wertgesetz. Zur Bildungstheorie Gernot Koneffkes,,Vorlesung vom 06.11.2019: Die Zähmung der Mündigkeit und das Wertgesetz. Zur Bildungstheorie Gernot Koneffkes,"[{'id': 347, 'firstName': 'Kai', 'lastName': 'Runck', 'title': '', 'photoAvailable': False}, {'id': 346, 'firstName': 'Lisa-Marie', 'lastName': 'Schramm', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/7f/7e/6b/70/04/b3/11/ea/9c/b7/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/7f/7e/6b/70/04/b3/11/ea/9c/b7/00/50/56/bd/73/ae
Vorlesung vom 23.10.2019: Heinz-Joachim Heydorns Bildungstheorie,,Vorlesung vom 23.10.2019: Heinz-Joachim Heydorns Bildungstheorie,"[{'id': 343, 'firstName': 'Alexandra', 'lastName': 'Catterfeld', 'title': '', 'photoAvailable': False}, {'id': 342, 'firstName': 'Julia', 'lastName': 'Schäfer', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/84/1c/93/b0/f9/86/11/e9/af/91/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/84/1c/93/b0/f9/86/11/e9/af/91/00/50/56/bd/73/ae
"Vorlesung vom 30.10.2019: Zur pädagogischen Kategorie ""Mensch"" bei Hans-Jochen Gamm",,"Vorlesung vom 30.10.2019: Zur pädagogischen Kategorie ""Mensch"" bei Hans-Jochen Gamm","[{'id': 345, 'firstName': 'Benedikt', 'lastName': 'Pielenz', 'title': '', 'photoAvailable': False}, {'id': 346, 'firstName': 'Lisa-Marie', 'lastName': 'Schramm', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/a0/24/6b/f0/ff/0d/11/e9/8c/71/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a0/24/6b/f0/ff/0d/11/e9/8c/71/00/50/56/bd/73/ad
Institutionalisierung sozialer Freiheit? Bildungstheorie als Herausforderung der politischen Philosophie,,Institutionalisierung sozialer Freiheit? Bildungstheorie als Herausforderung der politischen Philosophie,"[{'id': 40, 'firstName': 'Andreas', 'lastName': 'Gelhard', 'title': 'Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/aa/f4/24/40/06/dc/11/ea/a1/d2/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/aa/f4/24/40/06/dc/11/ea/a1/d2/00/50/56/bd/73/ae
7. Ökopädagogik - Zwischen Nachhaltigkeit und grünen Kapitalismus,,7. Ökopädagogik - Zwischen Nachhaltigkeit und grünen Kapitalismus,"[{'id': 349, 'firstName': 'Leo', 'lastName': 'Fusek', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/99/9e/d2/10/1c/2d/11/ea/bf/f5/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/99/9e/d2/10/1c/2d/11/ea/bf/f5/00/50/56/bd/73/ad
"Warum Koneffke immer noch cool ist - Bildung, Lohnarbeit, Kapitalismuskritik",,"Warum Koneffke immer noch cool ist - Bildung, Lohnarbeit, Kapitalismuskritik","[{'id': 350, 'firstName': 'Eva', 'lastName': 'Buch', 'title': '', 'photoAvailable': False}, {'id': 351, 'firstName': 'Jan Paul', 'lastName': 'Jung', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/4d/5c/2d/f0/0f/92/11/ea/be/7d/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4d/5c/2d/f0/0f/92/11/ea/be/7d/00/50/56/bd/73/ad
Vom Ersinnen. Wie Geschichte bildet.,,Vom Ersinnen. Wie Geschichte bildet.,"[{'id': 352, 'firstName': 'Reinhard', 'lastName': 'Gauert', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/7c/8b/99/10/0b/89/11/ea/93/02/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/7c/8b/99/10/0b/89/11/ea/93/02/00/50/56/bd/73/ad
Die (Ohn)Macht mittelbarer Kommunikation in hybriden Öffentlichkeiten,,Die (Ohn)Macht mittelbarer Kommunikation in hybriden Öffentlichkeiten,[],"[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/e8/84/2f/90/1c/ca/11/ea/93/27/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e8/84/2f/90/1c/ca/11/ea/93/27/00/50/56/bd/73/ae
John Dewey. Von der liberalen Öffentlichkeit zum demokratischen Sozialismus,,John Dewey. Von der liberalen Öffentlichkeit zum demokratischen Sozialismus,[],"[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/c6/08/f4/50/0c/3f/11/ea/9d/c1/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c6/08/f4/50/0c/3f/11/ea/9d/c1/00/50/56/bd/73/ad
8. Ringvorlesung: Ökopädagogik - Zwischen Nachhaltigkeit und grünem Kapitalismus,,8. Ringvorlesung: Ökopädagogik - Zwischen Nachhaltigkeit und grünem Kapitalismus,"[{'id': 353, 'firstName': 'Laura', 'lastName': 'Kluwe', 'title': '', 'photoAvailable': False}]","[{'id': 331, 'name': 'Darmstädter Pädagogik lebt! Eine Ringvorlesung von Studierenden für Studierende'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/16/1c/89/90/1c/ec/11/ea/9b/d5/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/16/1c/89/90/1c/ec/11/ea/9b/d5/00/50/56/bd/73/ae
Privatheit in Zeiten der Netzgesellschaft und die Zukunft analoger Kompetenzen,,Privatheit in Zeiten der Netzgesellschaft und die Zukunft analoger Kompetenzen,"[{'id': 43, 'firstName': 'Gernot', 'lastName': 'Böhme', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/17/c7/43/80/17/32/11/ea/9b/bc/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/17/c7/43/80/17/32/11/ea/9b/bc/00/50/56/bd/73/ad
Jessica Heesen (Tübingen)  Numerische und diskursive Öffentlichkeiten in der digitalen Gesellschaft,,Jessica Heesen (Tübingen)  Numerische und diskursive Öffentlichkeiten in der digitalen Gesellschaft,"[{'id': 344, 'firstName': 'Sophie', 'lastName': 'Loidolt', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ad/14/15/60/4c/a9/11/ea/8e/fe/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ad/14/15/60/4c/a9/11/ea/8e/fe/00/50/56/bd/73/ad
Im Erfahrungsdschungel virtueller Realitäten und Wirklichkeiten. Mediale Steuerung als Orientierungshilfe?,,Im Erfahrungsdschungel virtueller Realitäten und Wirklichkeiten. Mediale Steuerung als Orientierungshilfe?,"[{'id': 77, 'firstName': 'Christoph', 'lastName': 'Hubig', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/25/91/74/c0/2d/73/11/ea/ba/07/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/25/91/74/c0/2d/73/11/ea/ba/07/00/50/56/bd/73/ae
Konrad Paul Liessmann (Wien): Der Raum des Denkens. Über Philosophie als öffentliche Erfahrung,,Konrad Paul Liessmann (Wien): Der Raum des Denkens. Über Philosophie als öffentliche Erfahrung,"[{'id': 344, 'firstName': 'Sophie', 'lastName': 'Loidolt', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/38/52/1d/30/43/58/11/ea/85/72/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/38/52/1d/30/43/58/11/ea/85/72/00/50/56/bd/73/ad
"Kitsch und Kunst, Technik und Wissenschaft",,"Kitsch und Kunst, Technik und Wissenschaft","[{'id': 39, 'firstName': 'Alfred', 'lastName': 'Nordmann', 'title': 'Prof. Dr.', 'photoAvailable': False}]","[{'id': 351, 'name': 'Öffentlichkeit und Erfahrung. Ringvorlesung des Instituts für Philosophie im WiSe 19/20'}]",by,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/5c/b4/6c/30/53/18/11/ea/91/7b/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5c/b4/6c/30/53/18/11/ea/91/7b/00/50/56/bd/73/ae
Vorlesung 14: Gedächnislosigkeit der Exponentialfunktion (29.11.2019),,Vorlesung 14: Gedächnislosigkeit der Exponentialfunktion (29.11.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/19/9e/a2/50/15/13/11/ea/b7/c4/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/19/9e/a2/50/15/13/11/ea/b7/c4/00/50/56/bd/73/ae
Vorlesung 15: Eindeutigkeitssatz für charakteristische Funktionen (04.12.2019),,Vorlesung 15: Eindeutigkeitssatz für charakteristische Funktionen (04.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/5c/af/6f/70/16/99/11/ea/ba/b5/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5c/af/6f/70/16/99/11/ea/ba/b5/00/50/56/bd/73/ad
Vorlesung 16: weitere Eigenschaften von charakteristischen Funktionen (06.12.2019),,Vorlesung 16: weitere Eigenschaften von charakteristischen Funktionen (06.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/92/e4/ef/00/18/62/11/ea/9c/e5/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/92/e4/ef/00/18/62/11/ea/9c/e5/00/50/56/bd/73/ad
Vorlesung 17: Gammaverteilung/Faltung (11.12.2019),,Vorlesung 17: Gammaverteilung/Faltung (11.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/89/91/f3/40/1c/26/11/ea/93/8d/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/89/91/f3/40/1c/26/11/ea/93/8d/00/50/56/bd/73/ad
Vorlesung 1: Einführung (16.10.2019),,Vorlesung 1: Einführung (16.10.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/91/65/0f/e0/f4/3e/11/e9/a2/a1/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/91/65/0f/e0/f4/3e/11/e9/a2/a1/00/50/56/bd/73/ae
Vorlesung 18: Spezielle Verteilungen (13.12.2019),,Vorlesung 18: Spezielle Verteilungen (13.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/e2/2a/90/90/1d/c3/11/ea/86/5a/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e2/2a/90/90/1d/c3/11/ea/86/5a/00/50/56/bd/73/ae
Vorlesung 2: Zufallsvariablen und Verteilung (18.10.19),,Vorlesung 2: Zufallsvariablen und Verteilung (18.10.19),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/af/03/8b/a0/f5/bd/11/e9/8d/43/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/af/03/8b/a0/f5/bd/11/e9/8d/43/00/50/56/bd/73/ad
Vorlesung 19: Bedingte Erwartungen Teil 1 (18.12.2019),,Vorlesung 19: Bedingte Erwartungen Teil 1 (18.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/99/39/74/50/22/32/11/ea/89/62/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/99/39/74/50/22/32/11/ea/89/62/00/50/56/bd/73/ad
Vorlesung 20: Bedingte Erwartungen Teil 2 (20.12.2019),,Vorlesung 20: Bedingte Erwartungen Teil 2 (20.12.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/b9/4c/a3/e0/24/51/11/ea/90/b8/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b9/4c/a3/e0/24/51/11/ea/90/b8/00/50/56/bd/73/ae
Vorlesung 3: Bildmaße und Verteilung (23.10.2019),,Vorlesung 3: Bildmaße und Verteilung (23.10.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/1a/75/e4/40/fb/50/11/e9/b7/fa/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1a/75/e4/40/fb/50/11/e9/b7/fa/00/50/56/bd/73/ad
Vorlesung 21: Bedingte Erwartungen Teil 3 (15.01.2020),,Vorlesung 21: Bedingte Erwartungen Teil 3 (15.01.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/d8/aa/c6/90/37/cf/11/ea/bd/1f/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d8/aa/c6/90/37/cf/11/ea/bd/1f/00/50/56/bd/73/ae
Vorlesung 22: Faktorisierte bedingte Erwartungen (17.01.2020),,Vorlesung 22: Faktorisierte bedingte Erwartungen (17.01.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/73/b2/93/60/3b/af/11/ea/ba/11/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/73/b2/93/60/3b/af/11/ea/ba/11/00/50/56/bd/73/ad
Vorlesung 4: Erwartungswerte und Dichten (25.10.2019),,Vorlesung 4: Erwartungswerte und Dichten (25.10.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/28/b2/2f/00/ff/0b/11/e9/a9/cd/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/28/b2/2f/00/ff/0b/11/e9/a9/cd/00/50/56/bd/73/ad
Vorlesung 5: Unabhängigkeit Teil 1 (30.10.2019),,Vorlesung 5: Unabhängigkeit Teil 1 (30.10.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/66/c7/bd/00/ff/0b/11/e9/bc/f8/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/66/c7/bd/00/ff/0b/11/e9/bc/f8/00/50/56/bd/73/ad
Vorlesung 23: Jensensche Ungleichung/Martingale (22.01.2020),,Vorlesung 23: Jensensche Ungleichung/Martingale (22.01.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/1c/83/db/70/3d/e5/11/ea/84/9d/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1c/83/db/70/3d/e5/11/ea/84/9d/00/50/56/bd/73/ae
Vorlesung 24: Martingale Teil 2 (24.01.2020),,Vorlesung 24: Martingale Teil 2 (24.01.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/88/90/3a/10/3e/a9/11/ea/81/51/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/88/90/3a/10/3e/a9/11/ea/81/51/00/50/56/bd/73/ae
Vorlesung 6: Unabhängigkeit Teil 2 (01.11.2019),,Vorlesung 6: Unabhängigkeit Teil 2 (01.11.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/47/a2/bd/a0/ff/13/11/e9/8c/bb/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/47/a2/bd/a0/ff/13/11/e9/8c/bb/00/50/56/bd/73/ae
Vorlesung 25: Gesetze der großen Zahlen (29.02.2020),,Vorlesung 25: Gesetze der großen Zahlen (29.02.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ba/28/97/30/42/a9/11/ea/ab/b6/00/50/56/bd/73/ae,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ba/28/97/30/42/a9/11/ea/ab/b6/00/50/56/bd/73/ae
Vorlesung 7:  (01.11.2019),,Vorlesung 7:  (01.11.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/ca/3d/2f/20/02/2e/11/ea/a9/d1/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ca/3d/2f/20/02/2e/11/ea/a9/d1/00/50/56/bd/73/ad
Vorlesung 26: Verteilungskonvergenz (31.01.2020),,Vorlesung 26: Verteilungskonvergenz (31.01.2020),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/40/f5/5a/20/44/38/11/ea/87/7a/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/40/f5/5a/20/44/38/11/ea/87/7a/00/50/56/bd/73/ad
Vorlesung 8: Faltung (08.11.2019),,Vorlesung 8: Faltung (08.11.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/18/82/e0/80/05/59/11/ea/b4/01/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/18/82/e0/80/05/59/11/ea/b4/01/00/50/56/bd/73/ad
Vorlesung 9: Satz des Botel Cantelli (13.11.2019),,Vorlesung 9: Satz des Botel Cantelli (13.11.2019),"[{'id': 21, 'firstName': 'Michael', 'lastName': 'Kohler', 'title': 'Prof. Dr.', 'photoAvailable': True}]","[{'id': 329, 'name': 'Wahrscheinlichkeitstheorie'}]",by-sa,https://olw-material.hrz.tu-darmstadt.de/olw-roh-repository/archive/14/35/fb/10/06/4a/11/ea/b0/37/00/50/56/bd/73/ad,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/14/35/fb/10/06/4a/11/ea/b0/37/00/50/56/bd/73/ad
